date,platform,channel,account_name,campaign_id,campaign_name,adset_id,adset_name,ad_id,ad_name,creative_id,creative_name,landing_page,geo,device,currency,spend,impressions,reach,frequency,clicks,link_clicks,ctr,cpc,video_views,video_view_rate,completed_views,listen_starts,completed_listens,sessions,accounts_created,new_activated_users,conversion_value,source_file,source_grain,attribution_notes,data_confidence,notes
2025-09-01,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,13,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-09-02,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,203,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-09-03,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,106,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-09-04,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,151,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-09-05,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,55,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-09-06,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,26,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-09-07,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,0,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-09-08,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,81,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-09-09,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,195,30,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-09-10,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,52,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-09-11,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,33,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-09-12,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,40,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-09-13,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,0,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-09-14,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,0,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-09-15,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,22,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-09-16,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,192,140,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-09-17,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,53,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-09-18,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,7,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-09-19,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,248,0,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-09-20,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,1106,259,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-09-21,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,256,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-09-22,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,305,256,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-09-23,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,197,186,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-09-24,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,8,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-09-25,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,283,64,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-09-26,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,64,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-09-27,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,0,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-09-28,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,88,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-09-29,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,70,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-09-30,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,37,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-10-01,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,352,42,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-10-02,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,55,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-10-03,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,0,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-10-04,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,32,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-10-05,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,0,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-10-06,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,42,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-10-07,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,176,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-10-08,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,154,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-10-09,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,172,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-10-10,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,89,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-10-11,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,1,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-10-12,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,351,6,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-10-13,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,97,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-10-14,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,206,79,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-10-15,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,107,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-10-16,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,2,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-10-17,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,95,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-10-18,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,0,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-10-19,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,45,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-10-20,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,271,115,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-10-21,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,107,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-10-22,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,82,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-10-23,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,59,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-10-24,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,208,120,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-10-25,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,16,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-10-26,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,3,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-10-27,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,150,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-10-28,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,97,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-10-29,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,48,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-10-30,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,62,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-10-31,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,34,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-11-01,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,21,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-11-02,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,206,16,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-11-03,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,193,117,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-11-04,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,119,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-11-05,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,241,54,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-11-06,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,129,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-11-07,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,332,146,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-11-08,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,405,75,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-11-09,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,20,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-11-10,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,305,199,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-11-11,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,311,139,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-11-12,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,166,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-11-13,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,158,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-11-14,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,254,111,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-11-15,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,29,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-11-16,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,18,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-11-17,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,275,220,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-11-18,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,285,146,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-11-19,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,223,126,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-11-20,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,93,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-11-21,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,92,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-11-22,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,73,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-11-23,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,24,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-11-24,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,249,114,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-11-25,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,90,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-11-26,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,245,85,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-11-27,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,64,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-11-28,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,46,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-11-29,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,29,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-11-30,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,27,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-12-01,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,391,193,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-12-02,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,375,181,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-12-03,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,144,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-12-04,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,452,215,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-12-05,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,390,157,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-12-06,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,69,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-12-07,newsletter,newsletter,What Plugin,9e2cd1eb-ffd7-45f8-a4fb-bc740701f315,Main ad: What Plugin 2025-12-07,,,,,,,,,,USD,254,,,,37,,,6.8649,,,,,,,0,23,,activities + activity_uplifts,campaign,Main ad activity; incremental = post-window minus baseline; attributed=0,LOW,channel=newsletter; status=live; tag=; source=sheets
2025-12-07,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,14,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-12-08,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,377,239,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-12-09,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,350,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-12-10,newsletter,newsletter,What Plugin,a0762719-0ea8-4615-bea8-63f9fe200103,Main ad: What Plugin 2025-12-10,,,,,,,,,,USD,254,,,,247,,,1.0283,,,,,,,10,6,,activities + activity_uplifts,campaign,Main ad activity; incremental = post-window minus baseline; attributed=10,LOW,channel=newsletter; status=live; tag=; source=sheets
2025-12-10,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,249,158,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-12-11,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,144,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-12-12,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,276,129,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-12-13,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,16,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-12-14,newsletter,newsletter,What Plugin,1cb77753-be06-4247-8aa9-142738452128,Main ad: What Plugin 2025-12-14,,,,,,,,,,USD,254,,,,412,,,0.6165,,,,,,,18,9,,activities + activity_uplifts,campaign,Main ad activity; incremental = post-window minus baseline; attributed=18,LOW,channel=newsletter; status=live; tag=; source=sheets
2025-12-14,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,31,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-12-15,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,154,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-12-16,linkedin,paid_social,,urn:li:sponsoredCampaign:454715334,"Brand awareness - Dec 4, 2025",,,,,,,,,,USD,170.0499999999999,11529,,,100,21,0.008674,1.7005,,,,,,,,,,linkedin_ad_daily,campaign,LinkedIn Ads API; conversions use LinkedIn 30-day click-through window,high,conversions=0; reactions=2; comments=0; shares=0
2025-12-16,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,122,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-12-17,linkedin,paid_social,,urn:li:sponsoredCampaign:454715334,"Brand awareness - Dec 4, 2025",,,,,,,,,,USD,169.2199999999999,9917,,,103,27,0.010386,1.6429,,,,,,,,,,linkedin_ad_daily,campaign,LinkedIn Ads API; conversions use LinkedIn 30-day click-through window,high,conversions=0; reactions=1; comments=0; shares=0
2025-12-17,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,257,152,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-12-18,linkedin,paid_social,,urn:li:sponsoredCampaign:454715334,"Brand awareness - Dec 4, 2025",,,,,,,,,,USD,173.5900000000001,9289,,,96,18,0.010335,1.8082,,,,,,,,,,linkedin_ad_daily,campaign,LinkedIn Ads API; conversions use LinkedIn 30-day click-through window,high,conversions=0; reactions=1; comments=0; shares=0
2025-12-18,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,253,160,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-12-19,linkedin,paid_social,,urn:li:sponsoredCampaign:454715334,"Brand awareness - Dec 4, 2025",,,,,,,,,,USD,164.9400000000001,9169,,,75,18,0.008180,2.1992,,,,,,,,,,linkedin_ad_daily,campaign,LinkedIn Ads API; conversions use LinkedIn 30-day click-through window,high,conversions=0; reactions=0; comments=0; shares=0
2025-12-19,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,224,60,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-12-20,linkedin,paid_social,,urn:li:sponsoredCampaign:454715334,"Brand awareness - Dec 4, 2025",,,,,,,,,,USD,110.8399999999998,7067,,,58,21,0.008207,1.9110,,,,,,,,,,linkedin_ad_daily,campaign,LinkedIn Ads API; conversions use LinkedIn 30-day click-through window,high,conversions=0; reactions=0; comments=0; shares=0
2025-12-20,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,15,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-12-21,linkedin,paid_social,,urn:li:sponsoredCampaign:454715334,"Brand awareness - Dec 4, 2025",,,,,,,,,,USD,97.33999999999996,6670,,,50,22,0.007496,1.9468,,,,,,,,,,linkedin_ad_daily,campaign,LinkedIn Ads API; conversions use LinkedIn 30-day click-through window,high,conversions=0; reactions=1; comments=0; shares=0
2025-12-21,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,17,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-12-22,linkedin,paid_social,,urn:li:sponsoredCampaign:454715334,"Brand awareness - Dec 4, 2025",,,,,,,,,,USD,169.1200000000001,12909,,,95,38,0.007359,1.7802,,,,,,,,,,linkedin_ad_daily,campaign,LinkedIn Ads API; conversions use LinkedIn 30-day click-through window,high,conversions=0; reactions=0; comments=0; shares=0
2025-12-22,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,99,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-12-23,linkedin,paid_social,,urn:li:sponsoredCampaign:454715334,"Brand awareness - Dec 4, 2025",,,,,,,,,,USD,184.5100000000001,13718,,,85,36,0.006196,2.1707,,,,,,,,,,linkedin_ad_daily,campaign,LinkedIn Ads API; conversions use LinkedIn 30-day click-through window,high,conversions=0; reactions=1; comments=0; shares=0
2025-12-23,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,268,118,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-12-24,linkedin,paid_social,,urn:li:sponsoredCampaign:454715334,"Brand awareness - Dec 4, 2025",,,,,,,,,,USD,176.77,11775,,,68,36,0.005775,2.5996,,,,,,,,,,linkedin_ad_daily,campaign,LinkedIn Ads API; conversions use LinkedIn 30-day click-through window,high,conversions=0; reactions=0; comments=0; shares=0
2025-12-24,other,influencer,Growi UGC,,,,,,,,,,,,USD,,0,,,,,,,0,,,,,,,,,growi_daily_snapshots,daily_total,Growi UGC aggregate; no spend or conversion tracking,medium,likes=0; comments=0; shares=0; saves=0; posts=0; tiktok_views=0; ig_views=0
2025-12-24,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,23,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-12-25,linkedin,paid_social,,urn:li:sponsoredCampaign:454715334,"Brand awareness - Dec 4, 2025",,,,,,,,,,USD,163.8500000000001,8221,,,62,36,0.007542,2.6427,,,,,,,,,,linkedin_ad_daily,campaign,LinkedIn Ads API; conversions use LinkedIn 30-day click-through window,high,conversions=0; reactions=0; comments=0; shares=0
2025-12-25,other,influencer,Growi UGC,,,,,,,,,,,,USD,,0,,,,,,,0,,,,,,,,,growi_daily_snapshots,daily_total,Growi UGC aggregate; no spend or conversion tracking,medium,likes=0; comments=0; shares=0; saves=0; posts=0; tiktok_views=0; ig_views=0
2025-12-25,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,8,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-12-26,linkedin,paid_social,,urn:li:sponsoredCampaign:454715334,"Brand awareness - Dec 4, 2025",,,,,,,,,,USD,157.0699999999999,8628,,,47,25,0.005447,3.3419,,,,,,,,,,linkedin_ad_daily,campaign,LinkedIn Ads API; conversions use LinkedIn 30-day click-through window,high,conversions=0; reactions=0; comments=0; shares=0
2025-12-26,other,influencer,Growi UGC,,,,,,,,,,,,USD,,0,,,,,,,0,,,,,,,,,growi_daily_snapshots,daily_total,Growi UGC aggregate; no spend or conversion tracking,medium,likes=0; comments=0; shares=0; saves=0; posts=0; tiktok_views=0; ig_views=0
2025-12-26,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,16,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-12-27,linkedin,paid_social,,urn:li:sponsoredCampaign:454715334,"Brand awareness - Dec 4, 2025",,,,,,,,,,USD,105.41,8673,,,52,24,0.005996,2.0271,,,,,,,,,,linkedin_ad_daily,campaign,LinkedIn Ads API; conversions use LinkedIn 30-day click-through window,high,conversions=0; reactions=0; comments=0; shares=0
2025-12-27,other,influencer,Growi UGC,,,,,,,,,,,,USD,,0,,,,,,,0,,,,,,,,,growi_daily_snapshots,daily_total,Growi UGC aggregate; no spend or conversion tracking,medium,likes=0; comments=0; shares=0; saves=0; posts=0; tiktok_views=0; ig_views=0
2025-12-27,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,5,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-12-28,linkedin,paid_social,,urn:li:sponsoredCampaign:454715334,"Brand awareness - Dec 4, 2025",,,,,,,,,,USD,93.27000000000011,7808,,,38,21,0.004867,2.4545,,,,,,,,,,linkedin_ad_daily,campaign,LinkedIn Ads API; conversions use LinkedIn 30-day click-through window,high,conversions=0; reactions=0; comments=0; shares=0
2025-12-28,other,influencer,Growi UGC,,,,,,,,,,,,USD,,0,,,,,,,0,,,,,,,,,growi_daily_snapshots,daily_total,Growi UGC aggregate; no spend or conversion tracking,medium,likes=0; comments=0; shares=0; saves=0; posts=0; tiktok_views=0; ig_views=0
2025-12-28,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,9,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-12-29,linkedin,paid_social,,urn:li:sponsoredCampaign:454715334,"Brand awareness - Dec 4, 2025",,,,,,,,,,USD,167.9699999999999,11620,,,105,41,0.009036,1.5997,,,,,,,,,,linkedin_ad_daily,campaign,LinkedIn Ads API; conversions use LinkedIn 30-day click-through window,high,conversions=0; reactions=0; comments=0; shares=0
2025-12-29,other,influencer,Growi UGC,,,,,,,,,,,,USD,,0,,,,,,,0,,,,,,,,,growi_daily_snapshots,daily_total,Growi UGC aggregate; no spend or conversion tracking,medium,likes=0; comments=0; shares=0; saves=0; posts=0; tiktok_views=0; ig_views=0
2025-12-29,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,62,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
2025-12-30,linkedin,paid_social,,urn:li:sponsoredCampaign:454715334,"Brand awareness - Dec 4, 2025",,,,,,,,,,USD,180.4200000000001,11267,,,82,39,0.007278,2.2002,,,,,,,,,,linkedin_ad_daily,campaign,LinkedIn Ads API; conversions use LinkedIn 30-day click-through window,high,conversions=0; reactions=1; comments=0; shares=0
2025-12-30,other,influencer,Growi UGC,,,,,,,,,,,,USD,,0,,,,,,,0,,,,,,,,,growi_daily_snapshots,daily_total,Growi UGC aggregate; no spend or conversion tracking,medium,likes=0; comments=0; shares=0; saves=0; posts=0; tiktok_views=0; ig_views=0
2025-12-30,other,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,84,,daily_metrics,daily_total,Product-level daily totals; not attributed to any campaign/platform,high,
